State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Max _Team,Min_Temp,Avg_temp,Rainfall,Humidity,Soil
Odisha,BALANGIR,2008,Summer     ,Urad,257,73.8,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Summer     ,Wheat,230,340.4,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Groundnut,8,9.6,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Horse-gram,9960,2390.4,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Moong(Green Gram),5329,959.2,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Potato,70,526.4,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Rapeseed &Mustard,1710,263.3,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Rice,135000,219000,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Sesamum,1120,134.4,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Sugarcane,605,39653.5,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2008,Winter     ,Urad,1185,186,31.58333333,21.58333333,26.58333333,1641,71.43333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Groundnut,5069,4785.1,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Maize,981,669.5,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Moong(Green Gram),5634,1166.2,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Ragi,1100,508.2,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Rice,76000,78000,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Sesamum,2798,534.4,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Autumn     ,Urad,7368,1598.9,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Groundnut,407,502.6,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Maize,4,2.8,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Moong(Green Gram),4414,1399.2,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Rice,6000,10000,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Sesamum,16,3.8,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Urad,380,144.8,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Summer     ,Wheat,200,295.3,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Groundnut,621,634,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Horse-gram,11866,3144.5,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Moong(Green Gram),5722,1253.1,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Potato,95,798.1,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Rapeseed &Mustard,1517,248.8,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Rice,139000,251000,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Sesamum,1748,265.7,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Sugarcane,544,39283.3,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2009,Winter     ,Urad,3249,623.8,33.08333333,22.16666667,27.625,1442.6,70.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Groundnut,5156,4887.9,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Maize,1517,1146.8,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Moong(Green Gram),7027,1531.9,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Ragi,1243,530.8,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Rice,73000,75000,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Sesamum,3279,721.4,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Autumn     ,Urad,7089,1687.2,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Summer     ,Groundnut,462,580.3,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
Odisha,BALANGIR,2010,Summer     ,Maize,25,40,32.75,22.41666667,27.58333333,1114.5,71.08333333,BLACK SOIL &RED SOIL
